Date,Fallacy,Label,Subcategory,arg_comp,arg_rel,Context,bio_tags,pos_tags
1988,"one of the most tragic, one of the most mistaken foreign policy decisions we've ever made in this country",AppealtoEmotion,Loaded Language,Claim,Attack,"As a matter of fact, Mr. Bush was the Chairman of a task force on international terrorism which issued a report shortly before that decision was made and said, and rightly so, that we never ever can make concessions to terrorists and hostage takers. And, yet, after sitting through meeting after meeting, he endorsed that decision, endorsed the sale of arms to the Ayatollah in exchange for hostages, one of the most tragic, one of the most mistaken foreign policy decisions we've ever made in this country and I dare say encouraged others to take hostages as we now know. So, there can be no concessions under any circumstances, because if we do it's an open invitation to others to do the same.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","ADP,DET,NOUN,ADP,NOUN,PUNCT,PROPN,PROPN,AUX,DET,PROPN,ADP,DET,NOUN,NOUN,ADP,ADJ,NOUN,PRON,VERB,DET,NOUN,ADV,SCONJ,DET,NOUN,AUX,VERB,CCONJ,VERB,PUNCT,CCONJ,ADV,ADV,PUNCT,SCONJ,PRON,ADV,ADV,AUX,VERB,NOUN,ADP,NOUN,CCONJ,NOUN,NOUN,PUNCT,CCONJ,PUNCT,ADV,PUNCT,ADP,VERB,ADP,NOUN,ADP,NOUN,PUNCT,PRON,VERB,DET,NOUN,PUNCT,VERB,DET,NOUN,ADP,NOUN,ADP,DET,PROPN,ADP,NOUN,ADP,NOUN,PUNCT,NUM,ADP,DET,ADV,ADJ,PUNCT,NUM,ADP,DET,ADV,ADJ,ADJ,NOUN,NOUN,PRON,AUX,ADV,VERB,ADP,DET,NOUN,CCONJ,PRON,VERB,VERB,VERB,NOUN,PART,VERB,NOUN,SCONJ,PRON,ADV,VERB,PUNCT,ADV,PUNCT,PRON,AUX,AUX,DET,NOUN,ADP,DET,NOUN,PUNCT,SCONJ,SCONJ,PRON,VERB,PRON,AUX,DET,ADJ,NOUN,ADP,NOUN,PART,VERB,DET,ADJ,PUNCT"
1992,This is not mud slinging. This is fact slinging -- a bill earlier this year.,AppealtoEmotion,Loaded Language,Claim,Support,"And that's why he wants to veto it, just like he vetoed an earlier bill this year. This is not mud slinging. This is fact slinging -- a bill earlier this year. This is facts -- that would have given investment tax credits and other incentives to reinvest in our cities, in our country.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AppealtoEmotion', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","CCONJ,PRON,AUX,SCONJ,PRON,VERB,PART,VERB,PRON,PUNCT,ADV,SCONJ,PRON,VERB,DET,ADJ,NOUN,DET,NOUN,PUNCT,PRON,AUX,PART,NOUN,VERB,PUNCT,PRON,AUX,NOUN,VERB,PUNCT,DET,NOUN,ADV,DET,NOUN,PUNCT,PRON,AUX,NOUN,PUNCT,PRON,AUX,AUX,VERB,NOUN,NOUN,NOUN,CCONJ,ADJ,NOUN,PART,VERB,ADP,PRON,NOUN,PUNCT,ADP,PRON,NOUN,PUNCT"
2004,"During the time that the vice president and the president have been in office, 4 million more Americans have fallen into poverty.",FalseCause,False cause,Premise,Attack,"One out of almost two children in Cleveland are now living in poverty. During the time that the vice president and the president have been in office, 4 million more Americans have fallen into poverty. During the time that the vice president and the president have been in office, 4 million more Americans have fallen into poverty.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","NUM,ADP,ADP,ADV,NUM,NOUN,ADP,PROPN,AUX,ADV,VERB,ADP,NOUN,PUNCT,ADP,DET,NOUN,PRON,DET,NOUN,NOUN,CCONJ,DET,PROPN,AUX,AUX,ADP,NOUN,PUNCT,NUM,NUM,ADJ,PROPN,AUX,VERB,ADP,NOUN,PUNCT,ADP,DET,NOUN,PRON,DET,NOUN,NOUN,CCONJ,DET,PROPN,AUX,AUX,ADP,NOUN,PUNCT,NUM,NUM,ADJ,PROPN,AUX,VERB,ADP,NOUN,PUNCT"
2004,"I think the greatest possibilities of our country, our dreams and our hopes, are out there just waiting for us to grab onto them.",AppealtoEmotion,Loaded Language,Claim,,"I believe we can do better. I think the greatest possibilities of our country, our dreams and our hopes, are out there just waiting for us to grab onto them. And I ask you to embark on that journey with me.","['O', 'O', 'O', 'O', 'O', 'O', 'B-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","PRON,VERB,PRON,AUX,VERB,ADV,PUNCT,PRON,VERB,DET,ADJ,NOUN,ADP,PRON,NOUN,PUNCT,PRON,NOUN,CCONJ,PRON,NOUN,PUNCT,AUX,ADV,ADV,ADV,VERB,SCONJ,PRON,PART,VERB,ADP,PRON,PUNCT,CCONJ,PRON,VERB,PRON,PART,VERB,ADP,DET,NOUN,ADP,PRON,PUNCT"
2016,tremendous respect,AppealtoEmotion,Loaded Language,Claim,Attack,And I was embarrassed by it. But I have tremendous respect for women. And women have respect for me.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AppealtoEmotion', 'I-AppealtoEmotion', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","CCONJ,PRON,AUX,ADJ,ADP,PRON,PUNCT,CCONJ,PRON,VERB,ADJ,NOUN,ADP,NOUN,PUNCT,CCONJ,NOUN,VERB,NOUN,ADP,PRON,PUNCT"
1996,"In 1992, before I became President, the Congress passed the Cuba Democracy Act and I enforced it vigorously.",AppealtoEmotion,Loaded Language,Premise,Support,"Well, first of all, for the last four years we have worked had to put more and more pressure on the Castro government to bring about more openness and move toward democracy. In 1992, before I became President, the Congress passed the Cuba Democracy Act and I enforced it vigorously. We made the embargo tougher but we increased contacts people to people with the Cubans, including direct telephone service, which was largely supported by the Cuban - American community.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","INTJ,PUNCT,ADV,ADP,PRON,PUNCT,ADP,DET,ADJ,NUM,NOUN,PRON,AUX,VERB,VERB,PART,VERB,ADJ,CCONJ,ADJ,NOUN,ADP,DET,PROPN,NOUN,PART,VERB,ADV,ADJ,NOUN,CCONJ,VERB,ADP,NOUN,PUNCT,ADP,NUM,PUNCT,SCONJ,PRON,VERB,PROPN,PUNCT,DET,PROPN,VERB,DET,PROPN,PROPN,PROPN,CCONJ,PRON,VERB,PRON,ADV,PUNCT,PRON,VERB,DET,NOUN,ADV,CCONJ,PRON,VERB,NOUN,NOUN,ADP,NOUN,ADP,DET,PROPN,PUNCT,VERB,ADJ,NOUN,NOUN,PUNCT,PRON,AUX,ADV,VERB,ADP,DET,ADJ,PUNCT,ADJ,NOUN,PUNCT"
1976,"With all due respect to President Ford, I think he ought to be ashamed of mentioning that statement, because we have the highest unemployment rate now than we had at any time between the Great Depression caused by Herbert Hoover and the time President Ford took office.",AppealtoEmotion,Appeal to pity,Premise,Support,"It means that the American buyer is getting a better bargain today because inflation is less. With all due respect to President Ford, I think he ought to be ashamed of mentioning that statement, because we have the highest unemployment rate now than we had at any time between the Great Depression caused by Herbert Hoover and the time President Ford took office. We've got seven and a half million people out of jobs.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","PRON,VERB,SCONJ,DET,ADJ,NOUN,AUX,VERB,DET,ADJ,NOUN,NOUN,SCONJ,NOUN,AUX,ADJ,PUNCT,ADP,DET,ADJ,NOUN,ADP,PROPN,PROPN,PUNCT,PRON,VERB,PRON,AUX,PART,AUX,ADJ,ADP,VERB,DET,NOUN,PUNCT,SCONJ,PRON,VERB,DET,ADJ,NOUN,NOUN,ADV,SCONJ,PRON,VERB,ADP,DET,NOUN,ADP,DET,PROPN,PROPN,VERB,ADP,PROPN,PROPN,CCONJ,DET,NOUN,PROPN,PROPN,VERB,NOUN,PUNCT,PRON,AUX,VERB,NUM,CCONJ,DET,NOUN,NUM,NOUN,ADP,ADP,NOUN,PUNCT"
2020,pure drug offense,AppealtoEmotion,,Claim,Support,"I’ve been trying to change it since then, particularly the portion on cocaine. That’s why I’ve been arguing that, in fact, we should not send anyone to jail for a pure drug offense. They should be going into treatment across the board.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","PRON,AUX,AUX,VERB,PART,VERB,PRON,SCONJ,ADV,PUNCT,ADV,DET,NOUN,ADP,NOUN,PUNCT,PRON,VERB,SCONJ,PRON,AUX,AUX,VERB,SCONJ,PUNCT,ADP,NOUN,PUNCT,PRON,AUX,PART,VERB,PRON,ADP,NOUN,ADP,DET,ADJ,NOUN,NOUN,PUNCT,PRON,AUX,AUX,VERB,ADP,NOUN,ADP,DET,NOUN,PUNCT"
2016,"But if I win, I am going to instruct my attorney general to get a special prosecutor to look into your situation, because there has never been so many lies, so much deception.",AppealtoAuthority,False Authority,Claim,Attack,"I didn’t think I’d say this, but I’m going to say it, and I hate to say it. But if I win, I am going to instruct my attorney general to get a special prosecutor to look into your situation, because there has never been so many lies, so much deception. There has never been anything like it, and we’re going to have a special prosecutor.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","PRON,AUX,PART,VERB,PRON,AUX,VERB,PRON,PUNCT,CCONJ,PRON,AUX,VERB,PART,VERB,PRON,PUNCT,CCONJ,PRON,VERB,PART,VERB,PRON,PUNCT,CCONJ,SCONJ,PRON,VERB,PUNCT,PRON,AUX,VERB,PART,VERB,PRON,NOUN,NOUN,PART,VERB,DET,ADJ,NOUN,PART,VERB,ADP,PRON,NOUN,PUNCT,SCONJ,PRON,AUX,ADV,AUX,ADV,ADJ,NOUN,PUNCT,ADV,ADJ,NOUN,PUNCT,PRON,AUX,ADV,AUX,PRON,ADP,PRON,PUNCT,CCONJ,PRON,AUX,VERB,PART,VERB,DET,ADJ,NOUN,PUNCT"
1992,"That bill pays for these urban enterprise zones by asking the wealthiest Americans to pay a little more. And that's why he wants to veto it, just like he vetoed an earlier bill this year.",FalseCause,False cause,Claim,Attack,"You could knock out the tax increases and you could do what the people want, and that's create enterprise zones. That bill pays for these urban enterprise zones by asking the wealthiest Americans to pay a little more. And that's why he wants to veto it, just like he vetoed an earlier bill this year. This is not mud slinging.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'O', 'O', 'O', 'O', 'O']","PRON,AUX,VERB,ADP,DET,NOUN,NOUN,CCONJ,PRON,AUX,VERB,PRON,DET,NOUN,VERB,PUNCT,CCONJ,PRON,AUX,VERB,NOUN,NOUN,PUNCT,DET,NOUN,VERB,ADP,DET,ADJ,NOUN,NOUN,ADP,VERB,DET,ADJ,PROPN,PART,VERB,DET,ADJ,ADJ,PUNCT,CCONJ,PRON,AUX,SCONJ,PRON,VERB,PART,VERB,PRON,PUNCT,ADV,SCONJ,PRON,VERB,DET,ADJ,NOUN,DET,NOUN,PUNCT,PRON,AUX,PART,NOUN,VERB,PUNCT"
2004,these extraordinarily difficult missions,AppealtoEmotion,Loaded Language,Claim,Support,"We didn't guard the borders. Almost every step of the way, our troops have been left on these extraordinarily difficult missions. I know what it's like to go out on one of those missions when you don't know what's around the corner.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","PRON,AUX,PART,VERB,DET,NOUN,PUNCT,ADV,DET,NOUN,ADP,DET,NOUN,PUNCT,PRON,NOUN,AUX,AUX,VERB,ADP,DET,ADV,ADJ,NOUN,PUNCT,PRON,VERB,PRON,PRON,AUX,ADP,PART,VERB,ADP,ADP,NUM,ADP,DET,NOUN,SCONJ,PRON,AUX,PART,VERB,PRON,AUX,ADP,DET,NOUN,PUNCT"
2004,"And it's important for America to confront the situation in Iran, because Iran is an enormous threat to Israel and to the Israeli people.",AppealtoEmotion,Appeal to fear,Claim,,"And I might add, it is very important for America to crack down on the Saudis who have not had a public prosecution for financing terrorism since 9/11. And it's important for America to confront the situation in Iran, because Iran is an enormous threat to Israel and to the Israeli people. Gwen, I want to go back to the last comment, and then I'll come back to Israel - Palestine.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","CCONJ,PRON,AUX,VERB,PUNCT,PRON,AUX,ADV,ADJ,SCONJ,PROPN,PART,VERB,ADP,ADP,DET,PROPN,PRON,AUX,PART,VERB,DET,ADJ,NOUN,ADP,VERB,NOUN,SCONJ,NUM,PUNCT,CCONJ,PRON,AUX,ADJ,SCONJ,PROPN,PART,VERB,DET,NOUN,ADP,PROPN,PUNCT,SCONJ,PROPN,AUX,DET,ADJ,NOUN,ADP,PROPN,CCONJ,ADP,DET,ADJ,NOUN,PUNCT,PROPN,PUNCT,PRON,VERB,PART,VERB,ADV,ADP,DET,ADJ,NOUN,PUNCT,CCONJ,ADV,PRON,AUX,VERB,ADV,ADP,PROPN,PUNCT,PROPN,PUNCT"
2004,"First of all, what my opponent wants you to forget is that he voted to authorize the use of force and now says it's the wrong war at the wrong time at the wrong place.",AdHominem,Tu quoque,Claim,Attack,"Thank you, sir. First of all, what my opponent wants you to forget is that he voted to authorize the use of force and now says it's the wrong war at the wrong time at the wrong place. I don't see how you can lead this country to succeed in Iraq if you say wrong war, wrong time, wrong place.","['O', 'O', 'O', 'B-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","VERB,PRON,PUNCT,NOUN,PUNCT,ADV,ADP,PRON,PUNCT,PRON,PRON,NOUN,VERB,PRON,PART,VERB,AUX,SCONJ,PRON,VERB,PART,VERB,DET,NOUN,ADP,NOUN,CCONJ,ADV,VERB,PRON,AUX,DET,ADJ,NOUN,ADP,DET,ADJ,NOUN,ADP,DET,ADJ,NOUN,PUNCT,PRON,AUX,PART,VERB,SCONJ,PRON,AUX,VERB,DET,NOUN,PART,VERB,ADP,PROPN,SCONJ,PRON,VERB,ADJ,NOUN,PUNCT,ADJ,NOUN,PUNCT,ADJ,NOUN,PUNCT"
1960,I would only suggest that while we do not take the credit for it - I would not presume to - that since that committee has been formed the price line has been held very well within the United States.,FalseCause,False cause,Premise,Attack,"I know Senator Kennedy suggested in his speech at Cleveland yesterday that that committee had not been particularly effective. I would only suggest that while we do not take the credit for it - I would not presume to - that since that committee has been formed the price line has been held very well within the United States. Well, I would say in the latter that the - and that's what I found uh - somewhat unsatisfactory about the figures uh - Mr. Nixon, that you used in your previous speech, when you talked about the Truman Administration.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","PRON,VERB,PROPN,PROPN,VERB,ADP,PRON,NOUN,ADP,PROPN,NOUN,SCONJ,DET,NOUN,AUX,PART,AUX,ADV,ADJ,PUNCT,PRON,AUX,ADV,VERB,SCONJ,SCONJ,PRON,AUX,PART,VERB,DET,NOUN,ADP,PRON,PUNCT,PRON,AUX,PART,VERB,ADP,PUNCT,SCONJ,SCONJ,DET,NOUN,AUX,AUX,VERB,DET,NOUN,NOUN,AUX,AUX,VERB,ADV,ADV,ADP,DET,PROPN,PROPN,PUNCT,INTJ,PUNCT,PRON,AUX,VERB,ADP,DET,NOUN,SCONJ,PRON,PUNCT,CCONJ,PRON,AUX,PRON,PRON,VERB,INTJ,PUNCT,ADV,ADJ,ADP,DET,NOUN,INTJ,PUNCT,PROPN,PROPN,PUNCT,SCONJ,PRON,VERB,ADP,PRON,ADJ,NOUN,PUNCT,SCONJ,PRON,VERB,ADP,DET,PROPN,PROPN,PUNCT"
